-26.67531454,30.85748689,0
-26.81588407,30.81699187,0
-26.95634017,30.7753317,0
-27.33343295,30.6575526,0
-28.10610085,30.38909226,0
-28.81520249,30.11027537,0
-29.51799811,29.80271932,0
-29.86712886,29.63814917,0
-30.29300682,29.42660066,0
-30.58406865,29.27507946,0
-30.97649211,29.06170427,0
-31.54775683,28.73199998,0
-32.13051554,28.37160318,0
-32.77697938,27.94220021,0
-33.48182523,27.43674208,0
-34.17665471,26.89812257,0
-34.79962128,26.37889262,0
-35.30201776,25.93349019,0
-35.78611739,25.48034218,0
-36.15781408,25.11551445,0
-36.45467441,24.81304157,0
-36.7144914,24.53986081,0
-36.84073277,24.40418052,0
-37.03135341,24.195547,0
-37.28181529,23.91432819,0
-37.61714068,23.52466373,0
-37.9437368,23.12986692,0
-38.26152273,22.73034838,0
-38.48960678,22.43370905,0
-38.82327988,21.98391156,0
-39.09346584,21.60504439,0
-39.43866545,21.10043803,0
-39.79153913,20.55874736,0
-40.15927261,19.96356364,0
-40.51072026,19.36214622,0
-40.83046795,18.78393182,0
-41.12322236,18.22534756,0
-41.40185061,17.66447726,0
-41.76396141,16.88640942,0
-41.95397009,16.45254132,0
-42.19228831,15.87939337,0
-42.38684385,15.38413349,0
-42.55051219,14.94551407,0
-42.72692343,14.44673973,0
-42.93846892,13.80644224,0
-43.3336653,12.44399945,0
-43.63201389,11.18989873,0
-43.81809638,10.22885012,0
-43.97535005,9.203234864,0
-44.07525564,8.325702608,0
-44.14584969,7.383740329,0
-44.17698343,6.449191377,0
-44.17457251,5.784036168,0
-44.1509988,5.121202741,0
-44.13541706,4.855384593,0
-44.09957302,4.391557542,0
-44.05768122,3.974353746,0
-43.98392411,3.395863169,0
-43.8423901,2.553783456,0
-43.67698597,1.791274404,0
-43.42275151,0.859860406,0
-43.20232502,0.193248022,0
-42.98357951,-0.382663233,0
-42.66827758,-1.105351172,0
-42.41573948,-1.615123169,0
-42.21240014,-1.990180552,0
-41.94500851,-2.443312037,0
-41.63313956,-2.923273756,0
-41.2104759,-3.504524262,0
-40.77103665,-4.038715766,0
-40.35884945,-4.48506105,0
-39.88058973,-4.945860333,0
-39.44064484,-5.322080647,0
-39.0831245,-5.597531718,0
-38.75281475,-5.829740054,0
-38.36054241,-6.079490621,0
-37.95071607,-6.31199202,0
-37.55143157,-6.512038685,0
-37.02981934,-6.735869033,0
-36.53577983,-6.910216027,0
-36.00793369,-7.057227262,0
-35.48443879,-7.163634199,0
-34.87917503,-7.237929682,0
-34.21345059,-7.258469664,0
-33.69032485,-7.228224815,0
-33.29786761,-7.177575527,0
-32.92450381,-7.106097626,0
-32.48798029,-6.992169798,0
-32.18715544,-6.893496481,0
-31.68384115,-6.688791877,0
-31.18087943,-6.429998763,0
-30.42260958,-5.921532404,0
-29.82432998,-5.400478729,0
-29.28340818,-4.817522891,0
-28.92731473,-4.364367458,0
-28.50510878,-3.742673743,0
-28.13844326,-3.116831728,0
-27.85670683,-2.574396186,0
-27.51905246,-1.846804299,0
-27.19524692,-1.065268742,0
-26.95333897,-0.427894943,0
-26.69933165,0.287228403,0
-26.46703946,0.976725004,0
-26.25730643,1.622042899,0
-26.02069795,2.367432637,0
-25.81220991,3.031811463,0
-25.50179212,4.019715142,0
-25.25136902,4.804938653,0
-25.00227102,5.568333642,0
-24.75930418,6.291904388,0
-24.47709325,7.103455787,0
-24.18522278,7.90896568,0
-23.90081495,8.6611564,0
-23.53601076,9.580842985,0
-23.16059218,10.47814203,0
-22.83192187,11.22642414,0
-22.48207154,11.98835869,0
-22.13515001,12.71216947,0
-21.72660842,13.52841087,0
-21.27682221,14.38732364,0
-20.83094459,15.20321299,0
-20.43131406,15.90863901,0
-20.15622638,16.38191386,0
-19.83904348,16.91676853,0
-19.54798288,17.398684,0
-19.255082,17.87636698,0
-18.93108156,18.39783945,0
-18.61615718,18.89943616,0
